"","PaperID","RowID","Citation","Journal","ISO.Abbreviation","WOS.Category","JIF.Category.Percentile.2020","Publication_Year","Binomen.rotl","ott_id","Subspecies","Common.Name","Kingdom","Phylum","Class","Order","Family","Invasive_100","Red.List.status","Threat","Domestic.Pest.Pathogen.Status","Gen.length","Realm","Location","Eco_D","Eco_E","Eco_F","Eco_H","Eco_I","Eco_L","Eco_N","Eco_O","Eco_S","Eco_U","Eco_V","Eco_X","Ecological.Disturbance.Any","Cons_A","Cons_B","Cons_E","Cons_F","Cons_I","Cons_L","Cons_N","Cons_P","Cons_R","Cons_S","Cons_T","Cons_U","Management.intensity","Conservation.Action.Any","Conservation.Action.Legal","Early.Sampling.Year","Recent.Sampling.Year","Interval","Year.Midpoint","Z.Year","Z.Year.Midpoint","Study.Duration","Gen.interval","Z.Gen.interval","Early.Sample.N","Recent.Sample.N","Total.N","AR.N","Genome","Marker.Type","Marker.Type.2","Marker.Type.Grouped","N.bp","N.Loci","N.Loci.BP","Diversity.Type","Other.Direction","Diversity.Type.Group","Error.Type","Statistical.Method","Statistic.Type","Statistic","Error","Early.Diversity","Early.Error","Recent.Diversity","Recent.Error","Did.You.Calculate.Mean.and.or.SD.","Number.of.Datapoints.in.Calculation.Early","Number.of.Datapoints.in.Calculation.Recent","Model.Type","Early.Ne","Early.Ne.Error","Recent.Ne","Recent.Ne.Error","Ne.Type","Xa.Gens","Xa.Gens.Error","Xa.Years","Xa.Years.Error","Mu","Mu.Error","Early.Year.Calculated","ES.Early.N","ES.Recent.N","ES.Total.N","ES.Early.SD","ES.Recent.SD","HedgesG","HedgesG.err","Extreme.Value","observation","M.Gen.interval","M.Year.Midpoint"
"21","Baillie-2016-Loss of genetic diversity and red.pdf","626","Baillie, S. M., Muir, A. M., Scribner, K., Bentzen, P., & Krueger, C. C. (2016). Loss of genetic diversity and reduction of genetic distance among lake trout Salvelinus namaycush ecomorphs, Lake Superior 1959 to 2013. Journal of Great Lakes Research, 42, 204 to 216. doi: 10.1016/j.jglr.2016.02.001","Journal of Great Lakes Research","J. Gt. Lakes Res.","Limnology",73.81,2016,"Salvelinus namaycush",114152,NA,"lake trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown",NA,7,"Nearctic","Lake Superior Isle Royale: humper",0,1,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,1,0,0,"Population","Action","Any other",1997,2009,12,2003,0.485910115,0.064088609,"Medium",1.714285714,-0.039372341,60,52,NA,15,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"AR",NA,"Group1","SD",2,NA,NA,NA,2.52,"0.86579",2.32,"0.8727","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.86579,0.8727,-0.207816823,0.402159392,NA,21,-0.685714286,2.5
"22","Baillie-2016-Loss of genetic diversity and red.pdf","627","Baillie, S. M., Muir, A. M., Scribner, K., Bentzen, P., & Krueger, C. C. (2016). Loss of genetic diversity and reduction of genetic distance among lake trout Salvelinus namaycush ecomorphs, Lake Superior 1959 to 2013. Journal of Great Lakes Research, 42, 204 to 216. doi: 10.1016/j.jglr.2016.02.001","Journal of Great Lakes Research","J. Gt. Lakes Res.","Limnology",73.81,2016,"Salvelinus namaycush",114152,NA,"lake trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown",NA,7,"Nearctic","Lake Superior Isle Royale: Siscowet",0,1,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,1,0,0,"Population","Action","Any other",1997,2009,12,2003,0.485910115,0.064088609,"Medium",1.714285714,-0.039372341,119,163,NA,15,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"AR",NA,"Group1","SD",2,NA,NA,NA,2.38,"0.84238",2.34,"0.83809","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.84238,0.83809,-0.042998583,0.400092444,NA,22,-0.685714286,2.5
"23","Baillie-2016-Loss of genetic diversity and red.pdf","628","Baillie, S. M., Muir, A. M., Scribner, K., Bentzen, P., & Krueger, C. C. (2016). Loss of genetic diversity and reduction of genetic distance among lake trout Salvelinus namaycush ecomorphs, Lake Superior 1959 to 2013. Journal of Great Lakes Research, 42, 204 to 216. doi: 10.1016/j.jglr.2016.02.001","Journal of Great Lakes Research","J. Gt. Lakes Res.","Limnology",73.81,2016,"Salvelinus namaycush",114152,NA,"lake trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown",NA,7,"Nearctic","Lake superior klondike reef Humper",0,1,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,1,0,0,"Population","Action","Any other",1997,2009,12,2003,0.485910115,0.064088609,"Medium",1.714285714,-0.039372341,61,16,NA,15,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"AR",NA,"Group1","SD",2,NA,NA,NA,2.52,"0.84947",2.54,"0.97077","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.84947,0.97077,0.019804574,0.400019611,NA,23,-0.685714286,2.5
"24","Baillie-2016-Loss of genetic diversity and red.pdf","629","Baillie, S. M., Muir, A. M., Scribner, K., Bentzen, P., & Krueger, C. C. (2016). Loss of genetic diversity and reduction of genetic distance among lake trout Salvelinus namaycush ecomorphs, Lake Superior 1959 to 2013. Journal of Great Lakes Research, 42, 204 to 216. doi: 10.1016/j.jglr.2016.02.001","Journal of Great Lakes Research","J. Gt. Lakes Res.","Limnology",73.81,2016,"Salvelinus namaycush",114152,NA,"lake trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown",NA,7,"Nearctic","Lake superior klondike reef Siscowet",0,1,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,1,0,0,"Population","Action","Any other",1997,2009,12,2003,0.485910115,0.064088609,"Medium",1.714285714,-0.039372341,67,5,NA,15,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"AR",NA,"Group1","SD",2,NA,NA,NA,2.48,"0.59127",2.28,"0.72222","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.59127,0.72222,-0.273704485,0.403745707,NA,24,-0.685714286,2.5
"25","Baillie-2016-Loss of genetic diversity and red.pdf","630","Baillie, S. M., Muir, A. M., Scribner, K., Bentzen, P., & Krueger, C. C. (2016). Loss of genetic diversity and reduction of genetic distance among lake trout Salvelinus namaycush ecomorphs, Lake Superior 1959 to 2013. Journal of Great Lakes Research, 42, 204 to 216. doi: 10.1016/j.jglr.2016.02.001","Journal of Great Lakes Research","J. Gt. Lakes Res.","Limnology",73.81,2016,"Salvelinus namaycush",114152,NA,"lake trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown",NA,7,"Nearctic","Lake superior Stannard rock lean",0,1,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,1,0,0,"Population","Action","Any other",1997,2009,12,2003,0.485910115,0.064088609,"Medium",1.714285714,-0.039372341,84,27,NA,15,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"AR",NA,"Group1","SD",2,NA,NA,NA,2.52,"0.95791",2.32,"0.91082","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.95791,0.91082,-0.19327333,0.401867729,NA,25,-0.685714286,2.5
"26","Baillie-2016-Loss of genetic diversity and red.pdf","631","Baillie, S. M., Muir, A. M., Scribner, K., Bentzen, P., & Krueger, C. C. (2016). Loss of genetic diversity and reduction of genetic distance among lake trout Salvelinus namaycush ecomorphs, Lake Superior 1959 to 2013. Journal of Great Lakes Research, 42, 204 to 216. doi: 10.1016/j.jglr.2016.02.001","Journal of Great Lakes Research","J. Gt. Lakes Res.","Limnology",73.81,2016,"Salvelinus namaycush",114152,NA,"lake trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown",NA,7,"Nearctic","Lake superior Stannard rock siscowet",0,1,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,1,0,0,"Population","Action","Any other",1997,2009,12,2003,0.485910115,0.064088609,"Medium",1.714285714,-0.039372341,57,14,NA,15,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"AR",NA,"Group1","SD",2,NA,NA,NA,2.44,"0.44091",2.14,"0.46733","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.44091,0.46733,-0.596435238,0.41778675,NA,26,-0.685714286,2.5
"27","Baillie-2016-Loss of genetic diversity and red.pdf","618","Baillie, S. M., Muir, A. M., Scribner, K., Bentzen, P., & Krueger, C. C. (2016). Loss of genetic diversity and reduction of genetic distance among lake trout Salvelinus namaycush ecomorphs, Lake Superior 1959 to 2013. Journal of Great Lakes Research, 42, 204 to 216. doi: 10.1016/j.jglr.2016.02.001","Journal of Great Lakes Research","J. Gt. Lakes Res.","Limnology",73.81,2016,"Salvelinus namaycush",114152,NA,"lake trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown",NA,7,"Nearctic","Lake Superior Isle Royale: Lean",0,1,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,1,0,0,"Population","Action","Any other",1997,2009,12,2003,0.485910115,0.064088609,"Medium",1.714285714,-0.039372341,72,105,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.4398,"0.23422",0.411,"0.23154","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.23422,0.23154,-0.111699041,0.400623834,NA,27,-0.685714286,2.5
"28","Baillie-2016-Loss of genetic diversity and red.pdf","619","Baillie, S. M., Muir, A. M., Scribner, K., Bentzen, P., & Krueger, C. C. (2016). Loss of genetic diversity and reduction of genetic distance among lake trout Salvelinus namaycush ecomorphs, Lake Superior 1959 to 2013. Journal of Great Lakes Research, 42, 204 to 216. doi: 10.1016/j.jglr.2016.02.001","Journal of Great Lakes Research","J. Gt. Lakes Res.","Limnology",73.81,2016,"Salvelinus namaycush",114152,NA,"lake trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown",NA,7,"Nearctic","Lake Superior Isle Royale: humper",0,1,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,1,0,0,"Population","Action","Any other",1997,2009,12,2003,0.485910115,0.064088609,"Medium",1.714285714,-0.039372341,60,52,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.4644,"0.23718",0.416,"0.23699","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.23718,0.23699,-0.184390094,0.401699985,NA,28,-0.685714286,2.5
"29","Baillie-2016-Loss of genetic diversity and red.pdf","620","Baillie, S. M., Muir, A. M., Scribner, K., Bentzen, P., & Krueger, C. C. (2016). Loss of genetic diversity and reduction of genetic distance among lake trout Salvelinus namaycush ecomorphs, Lake Superior 1959 to 2013. Journal of Great Lakes Research, 42, 204 to 216. doi: 10.1016/j.jglr.2016.02.001","Journal of Great Lakes Research","J. Gt. Lakes Res.","Limnology",73.81,2016,"Salvelinus namaycush",114152,NA,"lake trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown",NA,7,"Nearctic","Lake Superior Isle Royale: Siscowet",0,1,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,1,0,0,"Population","Action","Any other",1997,2009,12,2003,0.485910115,0.064088609,"Medium",1.714285714,-0.039372341,119,163,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.402,"0.23765",0.4212,"0.22637","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.23765,0.22637,0.074724424,0.400279187,NA,29,-0.685714286,2.5
"30","Baillie-2016-Loss of genetic diversity and red.pdf","621","Baillie, S. M., Muir, A. M., Scribner, K., Bentzen, P., & Krueger, C. C. (2016). Loss of genetic diversity and reduction of genetic distance among lake trout Salvelinus namaycush ecomorphs, Lake Superior 1959 to 2013. Journal of Great Lakes Research, 42, 204 to 216. doi: 10.1016/j.jglr.2016.02.001","Journal of Great Lakes Research","J. Gt. Lakes Res.","Limnology",73.81,2016,"Salvelinus namaycush",114152,NA,"lake trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown",NA,7,"Nearctic","Lake superior klondike reef Humper",0,1,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,1,0,0,"Population","Action","Any other",1997,2009,12,2003,0.485910115,0.064088609,"Medium",1.714285714,-0.039372341,61,16,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.4552,"0.22733",0.4648,"0.26743","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.22733,0.26743,0.034936646,0.400061028,NA,30,-0.685714286,2.5
"31","Baillie-2016-Loss of genetic diversity and red.pdf","622","Baillie, S. M., Muir, A. M., Scribner, K., Bentzen, P., & Krueger, C. C. (2016). Loss of genetic diversity and reduction of genetic distance among lake trout Salvelinus namaycush ecomorphs, Lake Superior 1959 to 2013. Journal of Great Lakes Research, 42, 204 to 216. doi: 10.1016/j.jglr.2016.02.001","Journal of Great Lakes Research","J. Gt. Lakes Res.","Limnology",73.81,2016,"Salvelinus namaycush",114152,NA,"lake trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown",NA,7,"Nearctic","Lake superior klondike reef Siscowet",0,1,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,1,0,0,"Population","Action","Any other",1997,2009,12,2003,0.485910115,0.064088609,"Medium",1.714285714,-0.039372341,67,5,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.4342,"0.1562",0.3472,"0.21572","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.1562,0.21572,-0.417258041,0.408705214,NA,31,-0.685714286,2.5
"32","Baillie-2016-Loss of genetic diversity and red.pdf","623","Baillie, S. M., Muir, A. M., Scribner, K., Bentzen, P., & Krueger, C. C. (2016). Loss of genetic diversity and reduction of genetic distance among lake trout Salvelinus namaycush ecomorphs, Lake Superior 1959 to 2013. Journal of Great Lakes Research, 42, 204 to 216. doi: 10.1016/j.jglr.2016.02.001","Journal of Great Lakes Research","J. Gt. Lakes Res.","Limnology",73.81,2016,"Salvelinus namaycush",114152,NA,"lake trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown",NA,7,"Nearctic","Lake superior Stannard rock lean",0,1,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,1,0,0,"Population","Action","Any other",1997,2009,12,2003,0.485910115,0.064088609,"Medium",1.714285714,-0.039372341,84,27,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.4396,"0.24699",0.3992,"0.25788","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.24699,0.25788,-0.144519725,0.401044298,NA,32,-0.685714286,2.5
"33","Baillie-2016-Loss of genetic diversity and red.pdf","624","Baillie, S. M., Muir, A. M., Scribner, K., Bentzen, P., & Krueger, C. C. (2016). Loss of genetic diversity and reduction of genetic distance among lake trout Salvelinus namaycush ecomorphs, Lake Superior 1959 to 2013. Journal of Great Lakes Research, 42, 204 to 216. doi: 10.1016/j.jglr.2016.02.001","Journal of Great Lakes Research","J. Gt. Lakes Res.","Limnology",73.81,2016,"Salvelinus namaycush",114152,NA,"lake trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown",NA,7,"Nearctic","Lake superior Stannard rock siscowet",0,1,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,1,0,0,"Population","Action","Any other",1997,2009,12,2003,0.485910115,0.064088609,"Medium",1.714285714,-0.039372341,57,14,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"He",NA,"Group2","SD",2,NA,NA,NA,0.4336,"0.14731",0.4062,"0.20146","Yes",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,0.14731,0.20146,-0.140237899,0.400983333,NA,33,-0.685714286,2.5
"34","Baillie-2016-Loss of genetic diversity and red.pdf","635","Baillie, S. M., Muir, A. M., Scribner, K., Bentzen, P., & Krueger, C. C. (2016). Loss of genetic diversity and reduction of genetic distance among lake trout Salvelinus namaycush ecomorphs, Lake Superior 1959 to 2013. Journal of Great Lakes Research, 42, 204 to 216. doi: 10.1016/j.jglr.2016.02.001","Journal of Great Lakes Research","J. Gt. Lakes Res.","Limnology",73.81,2016,"Salvelinus namaycush",114152,NA,"lake trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown",NA,7,"Nearctic","Lake Superior Isle Royale: Lean",0,1,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,1,0,0,"Population","Action","Any other",1995,2007,12,2001,0.485910115,0.060405147,"Medium",1.714285714,-0.039372341,72,105,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"Ne",NA,"Group4","95HPD",2,NA,NA,NA,512.9,"76;993",502.4,"66;983","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,523.0801876,523.0801876,-0.018130817,0.400016436,NA,34,-0.685714286,0.5
"35","Baillie-2016-Loss of genetic diversity and red.pdf","636","Baillie, S. M., Muir, A. M., Scribner, K., Bentzen, P., & Krueger, C. C. (2016). Loss of genetic diversity and reduction of genetic distance among lake trout Salvelinus namaycush ecomorphs, Lake Superior 1959 to 2013. Journal of Great Lakes Research, 42, 204 to 216. doi: 10.1016/j.jglr.2016.02.001","Journal of Great Lakes Research","J. Gt. Lakes Res.","Limnology",73.81,2016,"Salvelinus namaycush",114152,NA,"lake trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown",NA,7,"Nearctic","Lake Superior Isle Royale: humper",0,1,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,1,0,0,"Population","Action","Any other",1995,2007,12,2001,0.485910115,0.060405147,"Medium",1.714285714,-0.039372341,60,52,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"Ne",NA,"Group4","95HPD",2,NA,NA,NA,440,"2;938",445.1,"1;929","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,533.9182722,529.3548681,0.008664583,0.400003754,NA,35,-0.685714286,0.5
"36","Baillie-2016-Loss of genetic diversity and red.pdf","637","Baillie, S. M., Muir, A. M., Scribner, K., Bentzen, P., & Krueger, C. C. (2016). Loss of genetic diversity and reduction of genetic distance among lake trout Salvelinus namaycush ecomorphs, Lake Superior 1959 to 2013. Journal of Great Lakes Research, 42, 204 to 216. doi: 10.1016/j.jglr.2016.02.001","Journal of Great Lakes Research","J. Gt. Lakes Res.","Limnology",73.81,2016,"Salvelinus namaycush",114152,NA,"lake trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown",NA,7,"Nearctic","Lake Superior Isle Royale: Siscowet",0,1,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,1,0,0,"Population","Action","Any other",1995,2007,12,2001,0.485910115,0.060405147,"Medium",1.714285714,-0.039372341,119,163,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"Ne",NA,"Group4","95HPD",2,NA,NA,NA,243.1,"1;880",191.8,"1;827","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,501.4040184,471.1714667,-0.095238085,0.400453515,NA,36,-0.685714286,0.5
"37","Baillie-2016-Loss of genetic diversity and red.pdf","638","Baillie, S. M., Muir, A. M., Scribner, K., Bentzen, P., & Krueger, C. C. (2016). Loss of genetic diversity and reduction of genetic distance among lake trout Salvelinus namaycush ecomorphs, Lake Superior 1959 to 2013. Journal of Great Lakes Research, 42, 204 to 216. doi: 10.1016/j.jglr.2016.02.001","Journal of Great Lakes Research","J. Gt. Lakes Res.","Limnology",73.81,2016,"Salvelinus namaycush",114152,NA,"lake trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown",NA,7,"Nearctic","Lake superior klondike reef humper",0,1,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,1,0,0,"Population","Action","Any other",1995,2007,12,2001,0.485910115,0.060405147,"Medium",1.714285714,-0.039372341,61,17,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"Ne",NA,"Group4","95HPD",2,NA,NA,NA,503.8,"69;993",512.5,"35;961","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5,5,NA,527.0731661,528.2140171,0.014892742,0.40001109,NA,37,-0.685714286,0.5
"38","Baillie-2016-Loss of genetic diversity and red.pdf","639","Baillie, S. M., Muir, A. M., Scribner, K., Bentzen, P., & Krueger, C. C. (2016). Loss of genetic diversity and reduction of genetic distance among lake trout Salvelinus namaycush ecomorphs, Lake Superior 1959 to 2013. Journal of Great Lakes Research, 42, 204 to 216. doi: 10.1016/j.jglr.2016.02.001","Journal of Great Lakes Research","J. Gt. Lakes Res.","Limnology",73.81,2016,"Salvelinus namaycush",114152,NA,"lake trout","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","N",NA,"Unknown",NA,7,"Nearctic","Lake superior all ecomorphs all sites",0,1,1,0,1,0,0,0,0,0,0,0,"Any",0,0,0,1,0,1,0,0,0,1,0,0,"Mixed","Action","Any other",1997,2009,12,2003,0.485910115,0.064088609,"Medium",1.714285714,-0.039372341,891,333,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,5,NA,"apFst",NA,"Group2","p",2,NA,NA,NA,0.011,"0.009",-0.016,"0.926","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",2,2,NA,0.001485853,0.215623404,0.10118928,1.001279909,NA,38,-0.685714286,2.5
"39","Bateson-2014-Genetic restoration of a threaten.pdf","863","Bateson, Z. W., Dunn, P. O., Hull, S. D., Henschen, A. E., Johnson, J. A., & Whittingham, L. A. (2014). Genetic restoration of a threatened population of greater prairie-chickens. Biological Conservation, 174, 12 to 19. doi: 10.1016/j.biocon.2014.03.008","Biological Conservation","Biol. Conserv.","Biodiversity Conservation",90.83,2014,"Tympanuchus cupido",728073,"pinnatus","greater prairie-chicken","Animalia","Chordata","Aves","Galliformes","Phasianidae","N","NT","Non-threatened",NA,2.6,"Nearctic","USA, Wisconsin",0,0,0,0,0,0,0,0,0,0,0,1,"None",0,0,0,0,0,0,0,0,0,1,0,0,"Population","Action","Any other",1997.5,2011,13.5,2004.25,0.308021646,0.066390773,"Medium",5.192307692,-0.034257107,41,81,NA,41,"Nuclear","Microsatellite",NA,"Microsatellite",NA,7,NA,"AR",NA,"Group1","SE",2,NA,NA,NA,10.14,"0.488",9.11,"0.584","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",41,41,NA,3.124724628,3.739424555,-0.296102734,0.049315103,NA,39,2.792307692,3.75
"40","Bateson-2014-Genetic restoration of a threaten.pdf","868","Bateson, Z. W., Dunn, P. O., Hull, S. D., Henschen, A. E., Johnson, J. A., & Whittingham, L. A. (2014). Genetic restoration of a threatened population of greater prairie-chickens. Biological Conservation, 174, 12 to 19. doi: 10.1016/j.biocon.2014.03.008","Biological Conservation","Biol. Conserv.","Biodiversity Conservation",90.83,2014,"Tympanuchus cupido",728073,"pinnatus","greater prairie-chicken","Animalia","Chordata","Aves","Galliformes","Phasianidae","N","NT","Non-threatened",NA,2.6,"Nearctic","USA, Wisconsin",0,0,0,0,0,0,0,0,0,0,0,1,"None",0,0,0,0,0,0,0,0,0,1,0,0,"Population","Action","Any other",1997.5,2011,13.5,2004.25,0.308021646,0.066390773,"Medium",5.192307692,-0.034257107,30,31,NA,NA,"Nuclear","Haplotype",NA,"Haplotype",NA,1,NA,"pi",NA,"Group2","SE",2,NA,NA,NA,0.034,"0.003",0.031,"0.002","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",30,31,NA,0.016431677,0.011135529,-0.211678325,0.065958674,NA,40,2.792307692,3.75
"41","Bateson-2014-Genetic restoration of a threaten.pdf","864","Bateson, Z. W., Dunn, P. O., Hull, S. D., Henschen, A. E., Johnson, J. A., & Whittingham, L. A. (2014). Genetic restoration of a threatened population of greater prairie-chickens. Biological Conservation, 174, 12 to 19. doi: 10.1016/j.biocon.2014.03.008","Biological Conservation","Biol. Conserv.","Biodiversity Conservation",90.83,2014,"Tympanuchus cupido",728073,"pinnatus","greater prairie-chicken","Animalia","Chordata","Aves","Galliformes","Phasianidae","N","NT","Non-threatened",NA,2.6,"Nearctic","USA, Wisconsin",0,0,0,0,0,0,0,0,0,0,0,1,"None",0,0,0,0,0,0,0,0,0,1,0,0,"Population","Action","Any other",1997.5,2011,13.5,2004.25,0.308021646,0.066390773,"Medium",5.192307692,-0.034257107,41,81,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,7,NA,"Ho",NA,"Group3","SE",2,NA,NA,NA,0.683,"0.046",0.716,"0.017","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",7,7,NA,0.12170456,0.044977772,0.336726422,0.289763739,NA,41,2.792307692,3.75
"42","Bateson-2014-Genetic restoration of a threaten.pdf","865","Bateson, Z. W., Dunn, P. O., Hull, S. D., Henschen, A. E., Johnson, J. A., & Whittingham, L. A. (2014). Genetic restoration of a threatened population of greater prairie-chickens. Biological Conservation, 174, 12 to 19. doi: 10.1016/j.biocon.2014.03.008","Biological Conservation","Biol. Conserv.","Biodiversity Conservation",90.83,2014,"Tympanuchus cupido",728073,"pinnatus","greater prairie-chicken","Animalia","Chordata","Aves","Galliformes","Phasianidae","N","NT","Non-threatened",NA,2.6,"Nearctic","USA, Wisconsin",0,0,0,0,0,0,0,0,0,0,0,1,"None",0,0,0,0,0,0,0,0,0,1,0,0,"Population","Action","Any other",1997.5,2011,13.5,2004.25,0.308021646,0.066390773,"Medium",5.192307692,-0.034257107,41,81,NA,NA,"Nuclear","Microsatellite",NA,"Microsatellite",NA,7,NA,"He",NA,"Group2","SE",2,NA,NA,NA,0.726,"0.025",0.725,"0.023","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",7,7,NA,0.066143783,0.06085228,-0.014730514,0.285722035,NA,42,2.792307692,3.75
